Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventBaseCode,EventRootCode,GoldsteinScale,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,date,annee,mois,mois_label,semaine,event_label,sentiment
AMERICAN,USA,Inconnu,Inconnu,20,20,2,3.0,8,-3.43053173241852,Benin,BN,9.5,2.25,https://www.elheraldo.co/mundo/2025/12/07/intento-de-golpe-de-estado-en-benin-13-militares-detenidos/,2025-12-07,2025,12,Dec 2025,49,Appel / Demande,négatif
INSURGENT,Inconnu,Inconnu,Inconnu,192,192,19,-9.5,8,-2.57104194857916,Benin,BN,9.5,2.25,https://www.thecable.ng/tinubus-new-defence-minister-not-yet-uhuru/,2025-12-13,2025,12,Dec 2025,50,Violence de masse,négatif
BENIN,BEN,Inconnu,Inconnu,13,13,1,0.4,7,-2.57510729613734,Benin,BN,9.5,2.25,https://metro.co.uk/2025/12/07/benin-army-lieutenant-hijacks-state-tv-station-declares-president-25242397/,2025-12-07,2025,12,Dec 2025,49,Déclaration publique,négatif
JUDGE,Inconnu,Inconnu,Inconnu,60,60,6,6.0,6,0.0,Benin,BN,9.5,2.25,https://www.kildare-nationalist.ie/news/kildare-resident-helped-out-by-barristers-language-skills-in-court_arid-79293.html,2025-12-07,2025,12,Dec 2025,49,Coopération matérielle,neutre
FRENCH,FRA,Inconnu,Inconnu,193,193,19,-10.0,6,-2.5706940874036,Benin,BN,9.5,2.25,https://www.notizie.it/benin-i-militari-annunciano-la-destituzione-del-presidente-patrice-talon/,2025-12-07,2025,12,Dec 2025,49,Violence de masse,négatif
PRESIDENT,Inconnu,MILITARY OFFICER,Inconnu,86,86,8,9.0,6,-1.194743130227,Benin,BN,9.5,2.25,https://www.thecable.ng/explainer-is-tinubus-deployment-of-troops-to-benin-republic-before-senate-approval-legal/,2025-12-13,2025,12,Dec 2025,50,Accord / Coopération,négatif
BENINESE,BEN,Inconnu,Inconnu,51,51,5,3.4,6,0.99502487562189,Benin,BN,9.5,2.25,https://punchng.com/nigeria-condemns-attempted-coup-in-benin-republic/,2025-12-07,2025,12,Dec 2025,49,Engagement diplomatique,neutre
BENIN,BEN,NIGERIAN,NGA,73,73,7,7.4,6,-0.42000763650248,Benin,BN,9.5,2.25,https://dailytrust.com/west-africa-unrest-tests-nigeria/,2025-12-13,2025,12,Dec 2025,50,Aide / Assistance,neutre
BENIN,BEN,Inconnu,Inconnu,13,13,1,0.4,6,-3.66132723112128,Benin,BN,9.5,2.25,https://theeagleonline.com.ng/how-primate-ayodele-warned-against-coup-attempt-in-benin-republic-two-days-ago/,2025-12-07,2025,12,Dec 2025,49,Déclaration publique,négatif
KAMBA,Inconnu,FIGHTER,Inconnu,190,190,19,-10.0,6,-5.68627450980392,Benin,BN,9.5,2.25,https://punchng.com/bello-turji-in-panic-mode-relocating-frequently-military/,2025-12-22,2025,12,Dec 2025,52,Violence de masse,négatif
POLICE,Inconnu,Inconnu,Inconnu,10,10,1,0.0,6,-6.06980273141123,Benin,BN,9.5,2.25,https://www.opinionnigeria.com/new-claims-deepen-ransom-dispute-involving-activist-harrison-gwamnishu-and-family-of-kidnapped-edo-couple/,2025-12-07,2025,12,Dec 2025,49,Déclaration publique,négatif
AFRICA,AFR,Inconnu,Inconnu,10,10,1,0.0,6,0.0,Benin,BN,9.5,2.25,https://guineematin.com/2025/12/13/benin-un-mandat-darret-international-emis-contre-linfluenceur-kemi-seba/,2025-12-13,2025,12,Dec 2025,50,Déclaration publique,neutre
GERMANY,DEU,Inconnu,Inconnu,20,20,2,3.0,6,-0.30150753768844,Benin,BN,9.5,2.25,https://www.nouvelobs.com/monde/20251207.OBS110453/sarkozy-et-le-rn-strategie-de-defense-americaine-et-mort-de-martin-parr-les-cinq-infos-a-retenir-du-week-end.html,2025-12-07,2025,12,Dec 2025,49,Appel / Demande,neutre
LAWYER,Inconnu,Inconnu,Inconnu,10,10,1,0.0,6,-6.06980273141123,Benin,BN,9.5,2.25,https://www.opinionnigeria.com/new-claims-deepen-ransom-dispute-involving-activist-harrison-gwamnishu-and-family-of-kidnapped-edo-couple/,2025-12-07,2025,12,Dec 2025,49,Déclaration publique,négatif
BENINESE,BEN,Inconnu,Inconnu,51,51,5,3.4,6,-0.44843049327355,"Porto-Novo, Qué, Benin",BN,6.48333,2.61667,https://www.thisdaylive.com/2025/12/07/coup-attempt-ecowas-deploys-standby-force-in-benin/,2025-12-07,2025,12,Dec 2025,49,Engagement diplomatique,neutre
KAMBA,Inconnu,FIGHTER,Inconnu,190,190,19,-10.0,6,-6.33408071748879,Benin,BN,9.5,2.25,https://punchng.com/counter-terrorism-campaign-fg-moves-to-fast-track-trial-of-5000-insurgents/,2025-12-23,2025,12,Dec 2025,52,Violence de masse,négatif
ELECTORAL COMMISSION,Inconnu,Inconnu,Inconnu,120,120,12,-4.0,6,-5.59105431309904,Benin,BN,9.5,2.25,https://www.newsghana.com.gh/benin-government-foils-military-coup-attempt-led-by-lieutenant-colonel-tigri/,2025-12-07,2025,12,Dec 2025,49,Rejet / Refus,négatif
NIAMEY,NER,Inconnu,Inconnu,114,114,11,-2.0,6,-3.64298724954463,Benin,BN,9.5,2.25,https://maliactu.net/vol-duranium-au-niger-le-parquet-de-paris-ouvre-une-enquete/,2025-12-28,2025,12,Dec 2025,52,Désapprobation,négatif
LEGISLATURE,Inconnu,Inconnu,Inconnu,10,10,1,0.0,6,5.49199084668192,Benin,BN,9.5,2.25,https://punchng.com/seyi-tinubu-wife-honoured-as-okanlomo-yeye-okanlomo/,2025-12-28,2025,12,Dec 2025,52,Déclaration publique,positif
LAWYER,Inconnu,Inconnu,Inconnu,111,111,11,-2.0,6,-6.06980273141123,Benin,BN,9.5,2.25,https://www.opinionnigeria.com/new-claims-deepen-ransom-dispute-involving-activist-harrison-gwamnishu-and-family-of-kidnapped-edo-couple/,2025-12-07,2025,12,Dec 2025,49,Désapprobation,négatif
GOVERNMENT,Inconnu,Inconnu,Inconnu,190,190,19,-10.0,5,-10.3260869565217,Benin,BN,9.5,2.25,https://www.premiumtimesng.com/news/top-news/841259-bandits-set-jigawa-village-ablaze-kill-one-injure-police-officer.html,2025-12-07,2025,12,Dec 2025,49,Violence de masse,négatif
